IdExperienciaApp;IdProveedor;Estado;ExperienciaUniversal;Edad;Hijos;EdadHijos;EdadBeneficiarios;Antiguedad;Ingresos;FechaIngreso;Genero;TipoContrato;Cargo;Ciudad;TipoFamilia;AdultoMayor;Gestantes;Mascota;TipoMascota;ProgramaVigilanciaEpidemiologica;categoriaAfiliacion;PersonasEspeciales;afiliacionCajaCompensacion;afiliacionPbsCompensar;afiliacionPcCompensar;beneficiarioPbsCompensar;beneficiarioPcCompensar;TipoRemuneracion;GruposAplica;NombreExperiencia;NombreCortoExperiencia;TipoExperiencia;CategoriaBienestar;CantidadDisponible;Preferencias;ProcesarMotor
64e2e009903c5c4feec8cd33;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Soacha, Facatativa, Madrid, Mosquera, Funza, Cota, Tenjo, Tabio, Chia, Cajica, Zipaquira, Tocancipa, Sopo, La Calera;_Sindato;_Sindato;_Sindato;True;Gato,Perro;_Sindato;A, B, C;_Sindato;Si;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Ahorra 15% En Hospitalización, Imágenes Y Laboratorio Para Tu Mascota En Movet""";"""Movet Hospotalización""";Informativa;Para Toda La Familia;0;64e676ebbf6bf0045de27d17;1
651f58404ecfcf68ab9a1892;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Soacha, Madrid, Mosquera, Tenjo, Tabio, Tocancipa, Zipaquira, Chia, Cota, Sopo, La Calera, Cajica, Funza, Facatativa;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Regala Salud Y Bienestar A Mamá Con El Chequeo Médico Oro""";"""Ind Chequeo Medico""";Informativa;Bienestar 360;0;65fb70b5a432ef1df3d7ecd6;1
65249c452d482c66e4af91c9;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Envigado, Medellin, Rionegro, Barranquilla, Bogota, Cartagena, Tunja, Popayan, Valledupar, Chia, Girardot, Soacha, Santa Marta, Pasto, Pereira, Barrancabermeja, Bucaramanga, Floridablanca, Cali;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Vístete Para El Éxito Con Esta Oportunidad De Renovar Tu Guardarropa""";"""Jumbo Bono 80 Vestuario""";Transaccional;Para Toda La Familia;311;64e676d293293143c6716a2c;1
653c426567afa07bb6c166ca;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Cajica, Cali, Chia, Madrid, Palmira, Medellin, Itagui, Sabaneta, Envigado, Mosquera, Soacha;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Tu Hambre Termina Con El Sabor Inconfundible De Cali Mio""";"""Cbc Cali Mio 20 Mil Real""";Transaccional;Diviértete Y Comparte;90;64e676ab93293143c6716a2b;1
655e7f821551ee2ebd27cb8a;0;ACTIVO;False;_Sindato;True;5 a 17;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Soacha, Facatativa, Madrid, Mosquera, Funza, Tenjo, Cota, Tabio, Chia, Cajica, Zipaquira, Tocancipa, Sopo, La Calera;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;B, A, C;_Sindato;Si;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Con La Lúdica Y El Juego Tus Hijos Aprenderán En El Gimnasio William Mackinley""";"""Des Gimnasio William Mackinley""";Informativa;_Sindato;0;64e6761393293143c6716a29;1
65ba5a22effa9b2c6894c93e;1006458;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;6 a 50;_Sindato;_Sindato;_Sindato;Indefinido;_Sindato;Bogota, Villavicencio, Girardot;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Cuida Tu Salud Y La De Tu Familia Con El Plan Complementario Especial;Auxilio Plan Complementario;Informativa;_Sindato;0;65fb70b5a432ef1df3d7ecd6;1
65c3d983a4bc0b1c366c4ea6;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Soacha, Facatativa, Madrid, Mosquera, Funza, Cota, Tenjo, Tabio, Chia, Cajica, Zipaquira, Tocancipa, Sopo, La Calera;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;C, D;_Sindato;Si;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""¡Con El Plan Complementario Especial Obtienes Beneficios Adicionales Para Tu Salud!""";"""Des Plan Complementario Especi""";Informativa;Cuida De Ti;0;65fb70b5a432ef1df3d7ecd6;1
65d8dee643fd9c4092e24b2e;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Chia, Sopo, Facatativa, Funza, La Calera, Cajica, Briceno, Mosquera, Madrid, Tocancipa, Zipaquira, Cota, Tenjo;_Sindato;_Sindato;_Sindato;True;Gato,Perro;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""¡Dale A Tu Peludo El Trato Que Se Merece En Jumbo! Disfruta Este Bono De 100.000""";"""Jumbo Bono 100 Mascotas""";Transaccional;Para Toda La Familia;194;64e676ebbf6bf0045de27d17;1
65d8deeed08d484bec78892c;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Soacha, Tocancipa, Funza, Zipaquira, Cota, Tenjo, Chia, Cajica, La Calera, Briceno, Sopo, Mosquera, Madrid, Facatativa;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""¡Llena Tu Carrito Con El Bono De 50.000 Que Jumbo Tiene Para Ti!""";"""Jumbo Bono 50 General""";Transaccional;Para Toda La Familia;68;64e676d293293143c6716a2c;1
65d8def5743ca5486cfce4eb;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Barrancabermeja, Barranquilla, Bogota, Bucaramanga, Cali, Cartagena, Chia, Envigado, Floridablanca, Girardot, Medellin, Pasto, Pereira, Popayan, Rionegro, Santa Marta, Soacha , Tunja, Valledupar, Yopal, Cota, Mosquera, Funza;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Llena Tu Hogar Y Tu Vida De Energía Positiva Con Un Bono De $80.000""";"""Jumbo Bono 80 Escolar 2025""";Transaccional;Para Toda La Familia;250;64e676d293293143c6716a2c;1
65df50902262e17157e08dec;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Girardot, Zipaquira, Funza, Chia, Soacha, Cota, Madrid, Mosquera, Tocancipa, Cajica, Fusagasuga;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;A, B, C;_Sindato;Si;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""¡Despierta Con Energía En El Madrugón Olímpica!""";"""Des Olimpica Madrugon""";Informativa;Para Toda La Familia;0;65fb7027ebb36179ac5e7137;1
65f99fc3aa360f0612ed8b7d;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Cajica, Chia, Soacha, Cartagena, Funza, Mosquera, Madrid, Sibate, Cota, Zipaquira, La Calera;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Disfruta De Horas De Diversión En Playland Con La Tarjeta Dorada""";"""Playland Tarjeta Dorada""";Transaccional;Diviértete Y Comparte;8;64e6768793293143c6716a2a;1
6616ebad02c3b121d850a885;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;0 a 5;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Soacha, Facatativa, Madrid, Mosquera, Funza, Cota, Tenjo, Tabio, Chia, Cajica, Zipaquira, Tocancipa, Sopo, La Calera;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;A, B, C;_Sindato;Si;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Tus Hijos Vivirán La Mejor Experiencia Educativa En La Casa Cuento Kindergarden""";"""Des Casa Cuento Kindergarden""";Informativa;_Sindato;0;64e6761393293143c6716a29;1
66a413c096478e3006494adb;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Zipaquira, Cota, Tenjo, Chia, Cajica, La Calera, Sopo, Mosquera, Madrid, Facatativa;_Sindato;_Sindato;_Sindato;True;Gato,Perro;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""¡Sé Un Experto Barbero! Inscríbete Y Domina Las Técnicas De Cortes Y Barba""";"""Ind Escuela Belleza: Barberia""";Informativa;Para Toda La Familia;0;64e6761393293143c6716a29;1
66a413c096478e3006494adc;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Funza, Mosquera, Madrid, Socha, Sopo, La Calera, Cota, Chia, Zipaquira, Cajica;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""¡Descubre El Arte De Hacer Velas! Curso De Manualidades Artesanales""";"""Ind Curso De Velas Artesanales""";Informativa;Para Toda La Familia;0;64e676d293293143c6716a2c;1
66a9a1473f7023143e216f19;1006458;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Choconta, Facatativa, Fusagasuga, Gachancipa, Funza, La Vega, Melgar, Mesitas Del Colegio, Soacha , Soacha, Subachoque, Tocaima, Ubate, Bogota;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Cuida Tu Salud Visual Con El Convenio Imevi;Convenio Imevi;Informativa;Cuida De Ti;0;65fb70b5a432ef1df3d7ecd6;1
66a9a42ffcb3e4119d663c4e;1006458;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Anapoima, Bogota, Cajamarca, Cajica, Choconta, Chia, Facatativa, Fusagasuga, La Calera, La Calera , Mesitas Del Colegio, Sibate, Soacha, Soacha , Subachoque, Tocancipa, Ubate, Zipaquira;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Cumplimos Tu Sueños Con El Programa Mejora Tu Hogar, Mejora Tu Vida;Mejora Tu Hogar, Mejora Tu Vid;Informativa;_Sindato;0;65fb7027ebb36179ac5e7137;1
67084a082e2df83778fd651b;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;True;"""Unimos: Celebra La Temporada De Cine Con Nuestro Combo Especial""";"""Unimos Cineco Bono 17 Combo 1""";Transaccional;_Sindato;54;64e6768793293143c6716a2a;1
67087fa32e2df83778fd655d;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;True;"""Unimos: Lleva Tu Cine Combito Con 12% De Descuento En Cine Colombia""";"""Unimos Cineco Bono 14 Combito""";Transaccional;_Sindato;12;64e6768793293143c6716a2a;1
6716cda111b1b12eab566a0e;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Funza, Mosquera, Madrid, Soacha, Cota, Chia, Zipaquira, Sopo, Cajica, La Calera;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;A, B, C;_Sindato;Si;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""¡No Te Pierdas La Diversión! Descuento Especial En Salitre Mágico Te Espera""";"""Des Salitre Magico""";Informativa;Diviértete Y Comparte;0;64e6768793293143c6716a2a;1
6716f7d13f6a914152054e3e;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Chia, Cajica, Zipaquira, Cota, Mosquera, Madrid, Funza, Soacha;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;A, B, C;_Sindato;Si;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Tu Camino Al Éxito Comienza En La Universidad San Buenaventura""";"""Des U San Buenaventura""";Informativa;Cuida De Ti;0;64e6761393293143c6716a29;1
671968e72fca3e6c67d4f123;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Funza, Mosquera, Madrid, Soacha, Cota, Chia, Zipaquira, Sopo, Cajica, La Calera, Medellin, Cali, Barranquilla, Monteria, Cartagena, Manizales, Armenia, Tunja, Villavicencio, Bucaramanga, Pasto;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;A, B, C;_Sindato;Si;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Gaes Centros Auditivos: Mejora Tu Recepción De Sonido Y Tu Calidad De Vida""";"""Des Gaes""";Informativa;Diviértete Y Comparte;0;65fb70b5a432ef1df3d7ecd6;1
671ab9442fca3e6c67d4f209;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Soacha, Mosquera, Funza, Madrid, Cota, Cajica, Zipaquira, Chia, Sopo, La Calera;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;No;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""¡Tu Salud Al Alcance De La Mano Con El Laboratorio Clínico A Domicilio De Compensar!""";"""Des Lab Clinico A Domicilio""";Informativa;Cuida De Ti;0;65fb70b5a432ef1df3d7ecd6;1
671ad947524aa6303f097ec6;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Chia, Cajica, Zipaquira, Cota, Mosquera, Madrid, Funza, Soacha, La Calera, Facatativa, Sopo, Sibate, Tenjo, Tocancipa, Villa De Leyva;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;A, B, C;_Sindato;Si;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Cuida Tu Salud Con El Plan Complementario Vital""";"""Des Plan Complementario""";Informativa;Cuida De Ti;0;65fb70b5a432ef1df3d7ecd6;1
6722996fed9b2e5b379397fe;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Mosquera, Facatativa, Funza, Cota, Madrid, Zipaquira, Chia, Tenjo, Soacha, La Calera;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;A, B, C;_Sindato;Si;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""¡Todo Para Tu Mascota Con 15% De Descuento!""";"""Des Fuller Pinto Mascotas""";Informativa;Para Toda La Familia;0;64e676ebbf6bf0045de27d17;1
67256aae9c71cf397b48443f;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Soacha, Mosquera, Madrid, Funza, Cajica, Chia, Cota, La Calera;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Alquila Tu Mesa De Ping Pong: ¡Diviértete Jugando!""";"""Red Alquiler Mesa Tenis""";Informativa;Cuida De Ti;0;64e66faf93293143c6716a28;1
672571df9c71cf397b48444f;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Facatativa, Zipaquira, Mosquera, Bogota, Soacha, Cota, Chia, La Calera, Madrid, Funza, Cajica, San Roque, Ubate;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Si;_Sindato;Si;_Sindato;_Sindato;"""¡Activa Los Beneficios De Tu Plan Complementario Especial Con Prácticas Libres!""";"""Salud Practicas Libres Plan C""";Informativa;Cuida De Ti;0;65fb70b5a432ef1df3d7ecd6;1
67584b220957034420848362;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;True;"""¡Unimos Te Lleva Al Plan Anual De Spinning Center Con Un 20% De Descuento!""";"""Unimos Spinning 720 1 Año""";Transaccional;Cuida De Ti;0;64e66faf93293143c6716a28;1
6827ce7b4207f12e2ba29d44;0;ACTIVO;True;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Entrena Y Prepárate Con Nuestras Prácticas Libres De Natación Para Aguas Abiertas""";"""Aguas Abiertas""";Informativa;Cuida De Ti;0;64e66faf93293143c6716a28;1
6827d1cceffc0719a7888342;0;ACTIVO;True;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Perfecciona Tus Habilidades Con Nuestro Programa De Natación En Aguas Abiertas""";"""Curso Natacion Aguas Abiertas""";Informativa;Cuida De Ti;0;64e66faf93293143c6716a28;1
6838c82493c51c6c1a674480;0;ACTIVO;False;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;Bogota, Soacha, Funza, Mosquera, Madrid, Cota, Chia, Zipaquira, Cajica, Sopo, La Calera, Tenjo, Tabio, Tocancipa;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;_Sindato;"""Da El Primer Paso Hacia Una Vida Activa Con El Plan Básico Gym Que Lo Tiene Todo""";"""Ms Plan Basico Gym""";Informativa;Diviértete Y Comparte;0;64e66faf93293143c6716a28;1
